,ImageID,distance,location
7501,7501,171,"[109, 76]"
7502,7502,261,"[310, 120]"
7503,7503,450,"[100, 154]"
7504,7504,93,"[233, 109]"
7505,7505,112,"[294, 180]"
7506,7506,378,"[188, 137]"
7507,7507,387,"[145, 259]"
7508,7508,407,"[232, 328]"
7509,7509,240,"[180, 292]"
7510,7510,290,"[154, 273]"
7511,7511,368,"[243, 220]"
7512,7512,242,"[295, 256]"
7513,7513,325,"[127, 203]"
7514,7514,195,"[259, 81]"
7515,7515,333,"[311, 328]"
7516,7516,178,"[212, 256]"
7517,7517,396,"[291, 206]"
7518,7518,147,"[178, 196]"
7519,7519,163,"[165, 383]"
7520,7520,284,"[194, 340]"
7521,7521,177,"[213, 261]"
7522,7522,306,"[341, 269]"
7523,7523,375,"[281, 306]"
7524,7524,397,"[89, 110]"
7525,7525,318,"[313, 168]"
7526,7526,142,"[305, 363]"
7527,7527,330,"[161, 231]"
7528,7528,241,"[182, 273]"
7529,7529,480,"[174, 342]"
7530,7530,460,"[304, 115]"
7531,7531,461,"[236, 271]"
7532,7532,172,"[320, 306]"
7533,7533,194,"[277, 290]"
7534,7534,261,"[287, 297]"
7535,7535,450,"[375, 187]"
7536,7536,270,"[352, 204]"
7537,7537,122,"[242, 141]"
7538,7538,287,"[194, 267]"
7539,7539,349,"[145, 371]"
7540,7540,72,"[415, 296]"
7541,7541,94,"[293, 196]"
7542,7542,222,"[46, 226]"
7543,7543,363,"[315, 165]"
7544,7544,213,"[139, 241]"
7545,7545,277,"[318, 441]"
7546,7546,178,"[296, 105]"
7547,7547,256,"[360, 48]"
7548,7548,257,"[409, 174]"
7549,7549,430,"[275, 259]"
7550,7550,197,"[264, 182]"
7551,7551,429,"[256, 247]"
7552,7552,283,"[236, 368]"
7553,7553,103,"[312, 207]"
7554,7554,251,"[342, 32]"
7555,7555,431,"[316, 184]"
7556,7556,328,"[263, 318]"
7557,7557,349,"[241, 432]"
7558,7558,432,"[238, 265]"
7559,7559,347,"[403, 351]"
7560,7560,343,"[25, 270]"
7561,7561,241,"[328, 270]"
7562,7562,367,"[422, 422]"
7563,7563,316,"[374, 333]"
7564,7564,175,"[255, 323]"
7565,7565,436,"[343, 72]"
7566,7566,148,"[206, 320]"
7567,7567,376,"[247, 185]"
7568,7568,183,"[386, 215]"
7569,7569,348,"[265, 265]"
7570,7570,486,"[182, 215]"
7571,7571,95,"[118, 220]"
7572,7572,144,"[215, 252]"
7573,7573,213,"[88, 306]"
7574,7574,266,"[296, 268]"
7575,7575,486,"[315, 300]"
7576,7576,383,"[188, 134]"
7577,7577,102,"[399, 255]"
7578,7578,238,"[61, 223]"
7579,7579,206,"[287, 192]"
7580,7580,384,"[210, 260]"
7581,7581,456,"[334, 257]"
7582,7582,260,"[229, 244]"
7583,7583,431,"[101, 419]"
7584,7584,283,"[339, 365]"
7585,7585,481,"[241, 164]"
7586,7586,88,"[256, 190]"
7587,7587,412,"[258, 207]"
7588,7588,235,"[171, 165]"
7589,7589,131,"[282, 212]"
7590,7590,161,"[134, 166]"
7591,7591,482,"[161, 327]"
7592,7592,187,"[121, 143]"
7593,7593,370,"[363, 399]"
7594,7594,253,"[464, 152]"
7595,7595,91,"[189, 349]"
7596,7596,389,"[251, 302]"
7597,7597,483,"[271, 296]"
7598,7598,79,"[237, 308]"
7599,7599,411,"[120, 363]"
7600,7600,304,"[175, 296]"
7601,7601,63,"[19, 298]"
7602,7602,374,"[162, 198]"
7603,7603,110,"[277, 93]"
7604,7604,451,"[308, 292]"
7605,7605,253,"[360, 236]"
7606,7606,260,"[105, 206]"
7607,7607,400,"[328, 353]"
7608,7608,120,"[382, 279]"
7609,7609,196,"[422, 307]"
7610,7610,234,"[273, 63]"
7611,7611,412,"[170, 315]"
7612,7612,358,"[241, 440]"
7613,7613,420,"[71, 394]"
7614,7614,440,"[336, 314]"
7615,7615,330,"[145, 154]"
7616,7616,460,"[282, 433]"
7617,7617,76,"[283, 296]"
7618,7618,409,"[207, 253]"
7619,7619,377,"[396, 299]"
7620,7620,328,"[398, 251]"
7621,7621,191,"[191, 220]"
7622,7622,101,"[258, 223]"
7623,7623,360,"[340, 160]"
7624,7624,89,"[307, 74]"
7625,7625,123,"[260, 68]"
7626,7626,273,"[272, 290]"
7627,7627,354,"[220, 194]"
7628,7628,394,"[280, 102]"
7629,7629,303,"[326, 241]"
7630,7630,269,"[191, 482]"
7631,7631,173,"[240, 181]"
7632,7632,124,"[240, 278]"
7633,7633,111,"[249, 372]"
7634,7634,436,"[263, 101]"
7635,7635,230,"[323, 272]"
7636,7636,322,"[188, 108]"
7637,7637,296,"[137, 209]"
7638,7638,307,"[351, 116]"
7639,7639,308,"[240, 330]"
7640,7640,87,"[349, 309]"
7641,7641,117,"[294, 252]"
7642,7642,411,"[307, 154]"
7643,7643,457,"[358, 130]"
7644,7644,242,"[283, 287]"
7645,7645,436,"[213, 238]"
7646,7646,184,"[287, 272]"
7647,7647,90,"[135, 350]"
7648,7648,406,"[263, 283]"
7649,7649,436,"[171, 94]"
7650,7650,327,"[181, 272]"
7651,7651,104,"[311, 227]"
7652,7652,474,"[194, 264]"
7653,7653,447,"[201, 456]"
7654,7654,381,"[277, 483]"
7655,7655,477,"[226, 184]"
7656,7656,286,"[364, 368]"
7657,7657,246,"[137, 225]"
7658,7658,107,"[287, 256]"
7659,7659,75,"[118, 146]"
7660,7660,377,"[268, 183]"
7661,7661,338,"[350, 91]"
7662,7662,300,"[130, 308]"
7663,7663,463,"[332, 240]"
7664,7664,66,"[452, 203]"
7665,7665,140,"[275, 213]"
7666,7666,223,"[292, 286]"
7667,7667,176,"[259, 127]"
7668,7668,437,"[166, 348]"
7669,7669,436,"[317, 233]"
7670,7670,451,"[182, 116]"
7671,7671,325,"[111, 81]"
7672,7672,157,"[279, 490]"
7673,7673,336,"[357, 325]"
7674,7674,449,"[107, 263]"
7675,7675,397,"[387, 167]"
7676,7676,433,"[284, 222]"
7677,7677,259,"[170, 236]"
7678,7678,88,"[346, 223]"
7679,7679,93,"[293, 212]"
7680,7680,362,"[344, 203]"
7681,7681,344,"[254, 330]"
7682,7682,86,"[345, 265]"
7683,7683,488,"[244, 338]"
7684,7684,389,"[169, 234]"
7685,7685,353,"[213, 182]"
7686,7686,260,"[380, 219]"
7687,7687,141,"[187, 289]"
7688,7688,231,"[405, 433]"
7689,7689,407,"[165, 308]"
7690,7690,182,"[168, 259]"
7691,7691,79,"[199, 347]"
7692,7692,200,"[347, 272]"
7693,7693,299,"[345, 229]"
7694,7694,371,"[207, 237]"
7695,7695,359,"[199, 183]"
7696,7696,332,"[364, 300]"
7697,7697,90,"[221, 419]"
7698,7698,478,"[241, 240]"
7699,7699,250,"[119, 305]"
7700,7700,318,"[270, 32]"
7701,7701,427,"[373, 258]"
7702,7702,151,"[248, 226]"
7703,7703,373,"[302, 177]"
7704,7704,251,"[249, 446]"
7705,7705,186,"[212, 419]"
7706,7706,291,"[274, 268]"
7707,7707,96,"[126, 192]"
7708,7708,334,"[248, 267]"
7709,7709,352,"[150, 322]"
7710,7710,463,"[306, 152]"
7711,7711,242,"[289, 305]"
7712,7712,271,"[278, 298]"
7713,7713,490,"[174, 396]"
7714,7714,334,"[204, 155]"
7715,7715,338,"[359, 227]"
7716,7716,277,"[144, 94]"
7717,7717,451,"[165, 418]"
7718,7718,232,"[389, 257]"
7719,7719,115,"[390, 405]"
7720,7720,159,"[126, 271]"
7721,7721,167,"[101, 61]"
7722,7722,222,"[90, 115]"
7723,7723,464,"[309, 156]"
7724,7724,116,"[74, 169]"
7725,7725,175,"[302, 167]"
7726,7726,191,"[155, 274]"
7727,7727,442,"[89, 250]"
7728,7728,191,"[279, 138]"
7729,7729,381,"[224, 110]"
7730,7730,349,"[339, 391]"
7731,7731,488,"[219, 173]"
7732,7732,177,"[295, 356]"
7733,7733,350,"[344, 287]"
7734,7734,434,"[147, 325]"
7735,7735,278,"[394, 317]"
7736,7736,112,"[231, 414]"
7737,7737,397,"[328, 254]"
7738,7738,385,"[269, 222]"
7739,7739,406,"[129, 302]"
7740,7740,406,"[322, 228]"
7741,7741,362,"[404, 149]"
7742,7742,259,"[268, 248]"
7743,7743,434,"[415, 427]"
7744,7744,476,"[91, 216]"
7745,7745,407,"[175, 146]"
7746,7746,480,"[284, 312]"
7747,7747,178,"[303, 358]"
7748,7748,443,"[219, 252]"
7749,7749,349,"[308, 315]"
7750,7750,333,"[419, 302]"
7751,7751,194,"[190, 367]"
7752,7752,196,"[455, 171]"
7753,7753,336,"[308, 219]"
7754,7754,84,"[270, 376]"
7755,7755,328,"[182, 301]"
7756,7756,330,"[369, 334]"
7757,7757,328,"[296, 200]"
7758,7758,301,"[245, 234]"
7759,7759,78,"[204, 134]"
7760,7760,295,"[329, 349]"
7761,7761,462,"[315, 258]"
7762,7762,132,"[207, 380]"
7763,7763,225,"[347, 363]"
7764,7764,332,"[236, 210]"
7765,7765,284,"[298, 351]"
7766,7766,110,"[235, 313]"
7767,7767,120,"[383, 257]"
7768,7768,486,"[458, 267]"
7769,7769,358,"[212, 425]"
7770,7770,301,"[24, 239]"
7771,7771,447,"[235, 199]"
7772,7772,478,"[315, 281]"
7773,7773,326,"[223, 296]"
7774,7774,325,"[191, 105]"
7775,7775,419,"[386, 377]"
7776,7776,447,"[385, 130]"
7777,7777,422,"[176, 344]"
7778,7778,328,"[313, 357]"
7779,7779,403,"[428, 265]"
7780,7780,375,"[66, 168]"
7781,7781,133,"[306, 150]"
7782,7782,312,"[39, 304]"
7783,7783,280,"[258, 115]"
7784,7784,352,"[340, 356]"
7785,7785,219,"[360, 471]"
7786,7786,155,"[233, 272]"
7787,7787,355,"[188, 258]"
7788,7788,231,"[92, 152]"
7789,7789,285,"[298, 197]"
7790,7790,445,"[355, 437]"
7791,7791,187,"[419, 291]"
7792,7792,138,"[378, 411]"
7793,7793,432,"[227, 144]"
7794,7794,246,"[237, 278]"
7795,7795,298,"[315, 307]"
7796,7796,135,"[142, 136]"
7797,7797,233,"[238, 233]"
7798,7798,458,"[150, 333]"
7799,7799,367,"[177, 199]"
7800,7800,350,"[319, 265]"
7801,7801,386,"[264, 318]"
7802,7802,293,"[171, 246]"
7803,7803,285,"[150, 236]"
7804,7804,291,"[227, 311]"
7805,7805,436,"[256, 184]"
7806,7806,136,"[326, 322]"
7807,7807,73,"[315, 355]"
7808,7808,482,"[286, 212]"
7809,7809,355,"[317, 285]"
7810,7810,333,"[182, 247]"
7811,7811,288,"[275, 124]"
7812,7812,125,"[281, 142]"
7813,7813,134,"[178, 208]"
7814,7814,349,"[360, 179]"
7815,7815,165,"[185, 178]"
7816,7816,436,"[348, 281]"
7817,7817,335,"[353, 54]"
7818,7818,376,"[160, 78]"
7819,7819,301,"[93, 212]"
7820,7820,309,"[245, 188]"
7821,7821,226,"[319, 264]"
7822,7822,73,"[263, 257]"
7823,7823,373,"[319, 392]"
7824,7824,308,"[181, 162]"
7825,7825,159,"[95, 274]"
7826,7826,364,"[20, 290]"
7827,7827,112,"[281, 271]"
7828,7828,149,"[236, 207]"
7829,7829,439,"[159, 322]"
7830,7830,198,"[255, 300]"
7831,7831,317,"[220, 248]"
7832,7832,109,"[82, 293]"
7833,7833,401,"[260, 302]"
7834,7834,314,"[330, 158]"
7835,7835,267,"[413, 198]"
7836,7836,431,"[267, 361]"
7837,7837,387,"[213, 309]"
7838,7838,474,"[280, 400]"
7839,7839,482,"[434, 216]"
7840,7840,112,"[197, 417]"
7841,7841,463,"[295, 111]"
7842,7842,437,"[94, 345]"
7843,7843,355,"[301, 258]"
7844,7844,295,"[380, 213]"
7845,7845,204,"[122, 189]"
7846,7846,216,"[240, 328]"
7847,7847,87,"[368, 127]"
7848,7848,336,"[342, 393]"
7849,7849,148,"[253, 310]"
7850,7850,115,"[242, 187]"
7851,7851,69,"[344, 279]"
7852,7852,397,"[224, 400]"
7853,7853,449,"[238, 224]"
7854,7854,428,"[287, 283]"
7855,7855,193,"[380, 226]"
7856,7856,204,"[243, 121]"
7857,7857,458,"[58, 282]"
7858,7858,301,"[213, 239]"
7859,7859,99,"[327, 282]"
7860,7860,240,"[241, 270]"
7861,7861,409,"[73, 163]"
7862,7862,295,"[445, 212]"
7863,7863,186,"[155, 105]"
7864,7864,365,"[250, 298]"
7865,7865,334,"[138, 260]"
7866,7866,75,"[351, 443]"
7867,7867,270,"[46, 367]"
7868,7868,336,"[287, 114]"
7869,7869,329,"[244, 330]"
7870,7870,65,"[221, 200]"
7871,7871,470,"[252, 247]"
7872,7872,185,"[409, 212]"
7873,7873,191,"[88, 206]"
7874,7874,271,"[339, 360]"
7875,7875,480,"[302, 323]"
7876,7876,218,"[256, 415]"
7877,7877,373,"[258, 335]"
7878,7878,87,"[299, 315]"
7879,7879,211,"[337, 409]"
7880,7880,290,"[261, 277]"
7881,7881,257,"[350, 389]"
7882,7882,284,"[294, 246]"
7883,7883,398,"[216, 251]"
7884,7884,155,"[216, 217]"
7885,7885,394,"[321, 223]"
7886,7886,306,"[463, 365]"
7887,7887,390,"[216, 270]"
7888,7888,417,"[222, 3]"
7889,7889,76,"[169, 141]"
7890,7890,405,"[234, 325]"
7891,7891,137,"[314, 261]"
7892,7892,67,"[239, 258]"
7893,7893,132,"[274, 290]"
7894,7894,402,"[227, 438]"
7895,7895,193,"[307, 277]"
7896,7896,255,"[412, 260]"
7897,7897,229,"[192, 300]"
7898,7898,455,"[221, 308]"
7899,7899,489,"[271, 282]"
7900,7900,407,"[302, 301]"
7901,7901,188,"[263, 273]"
7902,7902,203,"[139, 296]"
7903,7903,64,"[354, 300]"
7904,7904,439,"[132, 311]"
7905,7905,414,"[120, 329]"
7906,7906,491,"[270, 149]"
7907,7907,316,"[221, 246]"
7908,7908,163,"[75, 188]"
7909,7909,240,"[367, 197]"
7910,7910,153,"[320, 236]"
7911,7911,344,"[311, 103]"
7912,7912,465,"[394, 277]"
7913,7913,270,"[245, 259]"
7914,7914,315,"[356, 230]"
7915,7915,422,"[277, 169]"
7916,7916,433,"[408, 242]"
7917,7917,220,"[301, 224]"
7918,7918,114,"[334, 168]"
7919,7919,168,"[215, 249]"
7920,7920,267,"[45, 357]"
7921,7921,160,"[76, 245]"
7922,7922,121,"[149, 433]"
7923,7923,207,"[360, 347]"
7924,7924,259,"[248, 186]"
7925,7925,444,"[111, 328]"
7926,7926,403,"[275, 153]"
7927,7927,109,"[382, 125]"
7928,7928,416,"[305, 234]"
7929,7929,99,"[240, 286]"
7930,7930,172,"[254, 262]"
7931,7931,409,"[261, 308]"
7932,7932,428,"[275, 327]"
7933,7933,202,"[399, 261]"
7934,7934,181,"[214, 215]"
7935,7935,214,"[255, 181]"
7936,7936,122,"[111, 100]"
7937,7937,436,"[184, 271]"
7938,7938,150,"[198, 278]"
7939,7939,338,"[354, 401]"
7940,7940,92,"[305, 440]"
7941,7941,467,"[249, 325]"
7942,7942,236,"[468, 293]"
7943,7943,326,"[315, 155]"
7944,7944,360,"[202, 279]"
7945,7945,224,"[247, 226]"
7946,7946,293,"[208, 179]"
7947,7947,277,"[322, 223]"
7948,7948,491,"[215, 283]"
7949,7949,489,"[360, 332]"
7950,7950,489,"[171, 157]"
7951,7951,280,"[187, 182]"
7952,7952,143,"[206, 307]"
7953,7953,414,"[179, 279]"
7954,7954,90,"[242, 299]"
7955,7955,133,"[206, 280]"
7956,7956,451,"[238, 241]"
7957,7957,404,"[164, 228]"
7958,7958,154,"[336, 429]"
7959,7959,394,"[322, 306]"
7960,7960,430,"[303, 127]"
7961,7961,153,"[293, 321]"
7962,7962,421,"[329, 422]"
7963,7963,191,"[107, 121]"
7964,7964,181,"[265, 126]"
7965,7965,162,"[319, 144]"
7966,7966,71,"[300, 183]"
7967,7967,191,"[95, 446]"
7968,7968,341,"[334, 284]"
7969,7969,404,"[265, 383]"
7970,7970,243,"[355, 43]"
7971,7971,194,"[429, 85]"
7972,7972,429,"[355, 277]"
7973,7973,299,"[377, 238]"
7974,7974,322,"[390, 210]"
7975,7975,242,"[214, 244]"
7976,7976,257,"[200, 212]"
7977,7977,77,"[259, 476]"
7978,7978,248,"[209, 289]"
7979,7979,239,"[382, 109]"
7980,7980,416,"[183, 265]"
7981,7981,106,"[302, 288]"
7982,7982,384,"[211, 319]"
7983,7983,181,"[327, 215]"
7984,7984,367,"[270, 93]"
7985,7985,254,"[19, 220]"
7986,7986,465,"[100, 418]"
7987,7987,128,"[87, 196]"
7988,7988,158,"[217, 247]"
7989,7989,301,"[287, 102]"
7990,7990,260,"[104, 358]"
7991,7991,385,"[201, 138]"
7992,7992,323,"[160, 373]"
7993,7993,75,"[323, 220]"
7994,7994,259,"[220, 76]"
7995,7995,446,"[316, 360]"
7996,7996,314,"[330, 192]"
7997,7997,229,"[424, 421]"
7998,7998,260,"[258, 187]"
7999,7999,217,"[223, 211]"
8000,8000,300,"[109, 157]"
8001,8001,338,"[167, 265]"
8002,8002,246,"[351, 216]"
8003,8003,182,"[299, 247]"
8004,8004,408,"[135, 366]"
8005,8005,305,"[170, 22]"
8006,8006,175,"[140, 91]"
8007,8007,86,"[213, 241]"
8008,8008,267,"[216, 341]"
8009,8009,97,"[46, 173]"
8010,8010,302,"[210, 221]"
8011,8011,226,"[186, 412]"
8012,8012,356,"[245, 280]"
8013,8013,83,"[282, 411]"
8014,8014,233,"[409, 377]"
8015,8015,438,"[182, 489]"
8016,8016,411,"[320, 439]"
8017,8017,316,"[190, 160]"
8018,8018,185,"[209, 38]"
8019,8019,468,"[389, 109]"
8020,8020,248,"[290, 216]"
8021,8021,74,"[263, 336]"
8022,8022,271,"[215, 403]"
8023,8023,199,"[257, 230]"
8024,8024,326,"[209, 267]"
8025,8025,357,"[213, 332]"
8026,8026,143,"[308, 259]"
8027,8027,245,"[410, 103]"
8028,8028,406,"[275, 333]"
8029,8029,239,"[126, 113]"
8030,8030,67,"[272, 158]"
8031,8031,184,"[120, 357]"
8032,8032,406,"[263, 309]"
8033,8033,348,"[169, 289]"
8034,8034,454,"[199, 245]"
8035,8035,297,"[194, 247]"
8036,8036,155,"[382, 138]"
8037,8037,212,"[233, 66]"
8038,8038,369,"[262, 414]"
8039,8039,298,"[350, 205]"
8040,8040,233,"[120, 176]"
8041,8041,206,"[290, 307]"
8042,8042,103,"[251, 236]"
8043,8043,384,"[263, 207]"
8044,8044,347,"[352, 392]"
8045,8045,298,"[275, 251]"
8046,8046,239,"[229, 163]"
8047,8047,230,"[450, 372]"
8048,8048,476,"[260, 305]"
8049,8049,112,"[331, 45]"
8050,8050,478,"[325, 341]"
8051,8051,424,"[118, 293]"
8052,8052,355,"[412, 183]"
8053,8053,422,"[255, 11]"
8054,8054,254,"[213, 354]"
8055,8055,171,"[237, 252]"
8056,8056,380,"[221, 344]"
8057,8057,262,"[407, 286]"
8058,8058,136,"[285, 280]"
8059,8059,372,"[305, 454]"
8060,8060,137,"[281, 236]"
8061,8061,366,"[252, 242]"
8062,8062,161,"[35, 356]"
8063,8063,210,"[262, 252]"
8064,8064,463,"[292, 289]"
8065,8065,474,"[412, 405]"
8066,8066,257,"[341, 65]"
8067,8067,266,"[147, 351]"
8068,8068,255,"[164, 286]"
8069,8069,461,"[391, 396]"
8070,8070,107,"[288, 204]"
8071,8071,474,"[424, 236]"
8072,8072,178,"[240, 40]"
8073,8073,368,"[267, 396]"
8074,8074,214,"[345, 203]"
8075,8075,336,"[348, 160]"
8076,8076,259,"[152, 236]"
8077,8077,129,"[337, 221]"
8078,8078,166,"[259, 54]"
8079,8079,175,"[227, 203]"
8080,8080,264,"[202, 180]"
8081,8081,315,"[237, 232]"
8082,8082,417,"[181, 27]"
8083,8083,330,"[22, 234]"
8084,8084,153,"[389, 189]"
8085,8085,177,"[176, 303]"
8086,8086,280,"[346, 310]"
8087,8087,364,"[332, 122]"
8088,8088,124,"[302, 446]"
8089,8089,258,"[240, 299]"
8090,8090,241,"[239, 449]"
8091,8091,461,"[92, 309]"
8092,8092,403,"[428, 277]"
8093,8093,245,"[222, 198]"
8094,8094,463,"[136, 350]"
8095,8095,304,"[233, 284]"
8096,8096,402,"[150, 447]"
8097,8097,135,"[288, 249]"
8098,8098,342,"[109, 405]"
8099,8099,460,"[319, 291]"
8100,8100,176,"[159, 224]"
8101,8101,236,"[352, 250]"
8102,8102,401,"[145, 269]"
8103,8103,197,"[257, 62]"
8104,8104,320,"[98, 319]"
8105,8105,426,"[243, 371]"
8106,8106,431,"[335, 216]"
8107,8107,307,"[394, 404]"
8108,8108,420,"[88, 198]"
8109,8109,420,"[218, 275]"
8110,8110,472,"[314, 311]"
8111,8111,280,"[279, 238]"
8112,8112,225,"[208, 401]"
8113,8113,137,"[385, 294]"
8114,8114,378,"[292, 199]"
8115,8115,121,"[250, 328]"
8116,8116,397,"[126, 82]"
8117,8117,305,"[251, 262]"
8118,8118,431,"[184, 276]"
8119,8119,433,"[266, 95]"
8120,8120,431,"[173, 227]"
8121,8121,466,"[432, 278]"
8122,8122,247,"[107, 216]"
8123,8123,435,"[291, 104]"
8124,8124,277,"[320, 401]"
8125,8125,206,"[141, 128]"
8126,8126,166,"[427, 306]"
8127,8127,399,"[269, 301]"
8128,8128,143,"[136, 110]"
8129,8129,364,"[145, 92]"
8130,8130,490,"[348, 410]"
8131,8131,457,"[98, 280]"
8132,8132,458,"[152, 231]"
8133,8133,171,"[260, 106]"
8134,8134,105,"[140, 285]"
8135,8135,133,"[304, 375]"
8136,8136,485,"[267, 459]"
8137,8137,419,"[201, 181]"
8138,8138,396,"[245, 456]"
8139,8139,374,"[434, 174]"
8140,8140,291,"[190, 399]"
8141,8141,365,"[229, 280]"
8142,8142,398,"[310, 323]"
8143,8143,334,"[373, 292]"
8144,8144,441,"[205, 186]"
8145,8145,328,"[440, 343]"
8146,8146,285,"[282, 133]"
8147,8147,489,"[320, 227]"
8148,8148,333,"[292, 217]"
8149,8149,402,"[291, 83]"
8150,8150,227,"[283, 387]"
8151,8151,446,"[464, 182]"
8152,8152,480,"[115, 353]"
8153,8153,124,"[191, 368]"
8154,8154,268,"[400, 314]"
8155,8155,430,"[334, 229]"
8156,8156,476,"[318, 283]"
8157,8157,339,"[124, 212]"
8158,8158,165,"[162, 225]"
8159,8159,63,"[364, 145]"
8160,8160,307,"[200, 157]"
8161,8161,369,"[268, 205]"
8162,8162,151,"[212, 352]"
8163,8163,361,"[337, 337]"
8164,8164,197,"[148, 394]"
8165,8165,96,"[174, 274]"
8166,8166,475,"[254, 252]"
8167,8167,118,"[278, 470]"
8168,8168,198,"[187, 97]"
8169,8169,147,"[288, 231]"
8170,8170,463,"[129, 239]"
8171,8171,195,"[404, 332]"
8172,8172,365,"[352, 326]"
8173,8173,313,"[365, 329]"
8174,8174,139,"[432, 368]"
8175,8175,479,"[183, 155]"
8176,8176,242,"[241, 57]"
8177,8177,215,"[222, 292]"
8178,8178,190,"[283, 213]"
8179,8179,128,"[274, 241]"
8180,8180,290,"[305, 225]"
8181,8181,173,"[210, 331]"
8182,8182,227,"[317, 321]"
8183,8183,197,"[153, 183]"
8184,8184,116,"[61, 272]"
8185,8185,339,"[265, 319]"
8186,8186,139,"[284, 231]"
8187,8187,308,"[208, 360]"
8188,8188,438,"[253, 318]"
8189,8189,429,"[294, 316]"
8190,8190,417,"[368, 344]"
8191,8191,331,"[119, 306]"
8192,8192,157,"[254, 427]"
8193,8193,222,"[117, 121]"
8194,8194,140,"[301, 315]"
8195,8195,398,"[214, 277]"
8196,8196,441,"[145, 63]"
8197,8197,378,"[340, 107]"
8198,8198,105,"[166, 186]"
8199,8199,138,"[175, 223]"
8200,8200,487,"[187, 352]"
8201,8201,231,"[179, 136]"
8202,8202,318,"[194, 420]"
8203,8203,274,"[129, 115]"
8204,8204,118,"[254, 233]"
8205,8205,275,"[324, 352]"
8206,8206,366,"[284, 249]"
8207,8207,129,"[212, 228]"
8208,8208,119,"[432, 340]"
8209,8209,68,"[303, 281]"
8210,8210,277,"[272, 224]"
8211,8211,415,"[252, 157]"
8212,8212,254,"[293, 193]"
8213,8213,389,"[345, 470]"
8214,8214,81,"[247, 59]"
8215,8215,127,"[247, 317]"
8216,8216,213,"[260, 169]"
8217,8217,322,"[262, 288]"
8218,8218,91,"[171, 198]"
8219,8219,329,"[92, 213]"
8220,8220,471,"[245, 278]"
8221,8221,185,"[258, 217]"
8222,8222,400,"[299, 194]"
8223,8223,162,"[323, 258]"
8224,8224,407,"[179, 281]"
8225,8225,90,"[328, 286]"
8226,8226,199,"[297, 66]"
8227,8227,468,"[198, 247]"
8228,8228,355,"[225, 147]"
8229,8229,429,"[266, 84]"
8230,8230,147,"[270, 341]"
8231,8231,345,"[253, 306]"
8232,8232,235,"[134, 146]"
8233,8233,135,"[261, 296]"
8234,8234,66,"[261, 333]"
8235,8235,304,"[150, 299]"
8236,8236,385,"[321, 201]"
8237,8237,180,"[233, 136]"
8238,8238,298,"[331, 100]"
8239,8239,335,"[44, 148]"
8240,8240,437,"[144, 361]"
8241,8241,209,"[263, 273]"
8242,8242,428,"[86, 336]"
8243,8243,484,"[172, 309]"
8244,8244,370,"[237, 259]"
8245,8245,176,"[153, 247]"
8246,8246,307,"[352, 287]"
8247,8247,207,"[235, 208]"
8248,8248,80,"[281, 251]"
8249,8249,360,"[341, 145]"
8250,8250,163,"[211, 345]"
8251,8251,410,"[268, 58]"
8252,8252,410,"[118, 318]"
8253,8253,128,"[242, 276]"
8254,8254,263,"[328, 275]"
8255,8255,188,"[342, 296]"
8256,8256,386,"[346, 239]"
8257,8257,190,"[282, 230]"
8258,8258,245,"[328, 205]"
8259,8259,455,"[363, 400]"
8260,8260,215,"[304, 232]"
8261,8261,108,"[481, 363]"
8262,8262,417,"[340, 394]"
8263,8263,200,"[471, 220]"
8264,8264,234,"[92, 215]"
8265,8265,274,"[258, 345]"
8266,8266,490,"[303, 175]"
8267,8267,485,"[319, 456]"
8268,8268,484,"[335, 322]"
8269,8269,450,"[257, 350]"
8270,8270,84,"[403, 251]"
8271,8271,302,"[40, 216]"
8272,8272,269,"[293, 240]"
8273,8273,357,"[245, 285]"
8274,8274,331,"[179, 405]"
8275,8275,112,"[251, 42]"
8276,8276,319,"[350, 290]"
8277,8277,133,"[324, 262]"
8278,8278,97,"[363, 243]"
8279,8279,467,"[324, 241]"
8280,8280,253,"[171, 299]"
8281,8281,472,"[269, 174]"
8282,8282,166,"[283, 290]"
8283,8283,114,"[331, 436]"
8284,8284,280,"[338, 223]"
8285,8285,161,"[301, 273]"
8286,8286,124,"[257, 117]"
8287,8287,366,"[92, 354]"
8288,8288,415,"[251, 317]"
8289,8289,477,"[200, 329]"
8290,8290,86,"[263, 268]"
8291,8291,348,"[137, 58]"
8292,8292,179,"[387, 429]"
8293,8293,456,"[173, 303]"
8294,8294,269,"[89, 252]"
8295,8295,120,"[111, 331]"
8296,8296,378,"[149, 287]"
8297,8297,326,"[359, 253]"
8298,8298,421,"[311, 433]"
8299,8299,400,"[250, 207]"
8300,8300,401,"[94, 328]"
8301,8301,205,"[173, 254]"
8302,8302,127,"[109, 206]"
8303,8303,192,"[286, 222]"
8304,8304,446,"[217, 400]"
8305,8305,189,"[237, 156]"
8306,8306,403,"[185, 250]"
8307,8307,304,"[254, 266]"
8308,8308,267,"[268, 311]"
8309,8309,241,"[240, 367]"
8310,8310,137,"[405, 213]"
8311,8311,289,"[364, 297]"
8312,8312,201,"[366, 252]"
8313,8313,263,"[87, 266]"
8314,8314,336,"[205, 280]"
8315,8315,369,"[105, 94]"
8316,8316,182,"[316, 277]"
8317,8317,209,"[195, 264]"
8318,8318,370,"[362, 54]"
8319,8319,98,"[288, 191]"
8320,8320,350,"[270, 420]"
8321,8321,321,"[221, 239]"
8322,8322,370,"[377, 213]"
